"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Jan 04 23:16:39 GMT 2025","Sat Jan 04 23:16:40 GMT 2025","870","","","","","","Checkout Completion",""
"broken","Sat Jan 04 23:16:47 GMT 2025","Sat Jan 04 23:16:48 GMT 2025","551","","","","","","Login with invalid credentials -- @1.2 ",""
"passed","Sat Jan 04 23:16:40 GMT 2025","Sat Jan 04 23:16:40 GMT 2025","561","","","","","","Login with valid credentials -- @1.1 ",""
"passed","Sat Jan 04 23:16:40 GMT 2025","Sat Jan 04 23:16:46 GMT 2025","5581","","","","","","Login with valid credentials -- @1.2 ",""
"passed","Sat Jan 04 23:16:49 GMT 2025","Sat Jan 04 23:16:50 GMT 2025","944","","","","","","Remove Items from Cart",""
"passed","Sat Jan 04 23:16:46 GMT 2025","Sat Jan 04 23:16:46 GMT 2025","578","","","","","","Login with valid credentials -- @1.3 ",""
"passed","Sat Jan 04 23:16:38 GMT 2025","Sat Jan 04 23:16:39 GMT 2025","1081","","","","","","Checkout Overview Data Correctness",""
"passed","Sat Jan 04 23:16:49 GMT 2025","Sat Jan 04 23:16:49 GMT 2025","838","","","","","","Add Items to Cart",""
"broken","Sat Jan 04 23:16:46 GMT 2025","Sat Jan 04 23:16:47 GMT 2025","541","","","","","","Login with invalid credentials -- @1.1 ",""
"broken","Sat Jan 04 23:16:48 GMT 2025","Sat Jan 04 23:16:48 GMT 2025","563","","","","","","Login with invalid credentials -- @1.3 ",""
"broken","Sat Jan 04 23:16:48 GMT 2025","Sat Jan 04 23:16:49 GMT 2025","553","","","","","","Login as locked user",""
