"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 30 23:18:27 GMT 2025","Wed Apr 30 23:18:32 GMT 2025","5680","","","","","","Login with valid credentials -- @1.2 ",""
"passed","Wed Apr 30 23:18:24 GMT 2025","Wed Apr 30 23:18:25 GMT 2025","1202","","","","","","Checkout Overview Data Correctness",""
"broken","Wed Apr 30 23:18:25 GMT 2025","Wed Apr 30 23:18:26 GMT 2025","1046","","","","","","Checkout Completion",""
"broken","Wed Apr 30 23:18:33 GMT 2025","Wed Apr 30 23:18:34 GMT 2025","666","","","","","","Login with invalid credentials -- @1.1 ",""
"broken","Wed Apr 30 23:18:34 GMT 2025","Wed Apr 30 23:18:34 GMT 2025","666","","","","","","Login with invalid credentials -- @1.2 ",""
"passed","Wed Apr 30 23:18:26 GMT 2025","Wed Apr 30 23:18:27 GMT 2025","667","","","","","","Login with valid credentials -- @1.1 ",""
"passed","Wed Apr 30 23:18:32 GMT 2025","Wed Apr 30 23:18:33 GMT 2025","721","","","","","","Login with valid credentials -- @1.3 ",""
"passed","Wed Apr 30 23:18:36 GMT 2025","Wed Apr 30 23:18:37 GMT 2025","1014","","","","","","Add Items to Cart",""
"passed","Wed Apr 30 23:18:37 GMT 2025","Wed Apr 30 23:18:38 GMT 2025","1077","","","","","","Remove Items from Cart",""
"broken","Wed Apr 30 23:18:35 GMT 2025","Wed Apr 30 23:18:36 GMT 2025","670","","","","","","Login as locked user",""
"broken","Wed Apr 30 23:18:34 GMT 2025","Wed Apr 30 23:18:35 GMT 2025","663","","","","","","Login with invalid credentials -- @1.3 ",""
