"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 16 23:18:41 GMT 2025","Sat Aug 16 23:18:42 GMT 2025","776","","","","","","Add Items to Cart",""
"broken","Sat Aug 16 23:18:39 GMT 2025","Sat Aug 16 23:18:40 GMT 2025","570","","","","","","Login with invalid credentials -- @1.2 ",""
"passed","Sat Aug 16 23:18:32 GMT 2025","Sat Aug 16 23:18:38 GMT 2025","5679","","","","","","Login with valid credentials -- @1.2 ",""
"passed","Sat Aug 16 23:18:32 GMT 2025","Sat Aug 16 23:18:32 GMT 2025","616","","","","","","Login with valid credentials -- @1.1 ",""
"broken","Sat Aug 16 23:18:39 GMT 2025","Sat Aug 16 23:18:39 GMT 2025","568","","","","","","Login with invalid credentials -- @1.1 ",""
"passed","Sat Aug 16 23:18:42 GMT 2025","Sat Aug 16 23:18:43 GMT 2025","901","","","","","","Remove Items from Cart",""
"passed","Sat Aug 16 23:18:38 GMT 2025","Sat Aug 16 23:18:39 GMT 2025","599","","","","","","Login with valid credentials -- @1.3 ",""
"passed","Sat Aug 16 23:18:30 GMT 2025","Sat Aug 16 23:18:31 GMT 2025","1125","","","","","","Checkout Overview Data Correctness",""
"broken","Sat Aug 16 23:18:40 GMT 2025","Sat Aug 16 23:18:41 GMT 2025","557","","","","","","Login as locked user",""
"broken","Sat Aug 16 23:18:40 GMT 2025","Sat Aug 16 23:18:40 GMT 2025","558","","","","","","Login with invalid credentials -- @1.3 ",""
"broken","Sat Aug 16 23:18:31 GMT 2025","Sat Aug 16 23:18:32 GMT 2025","892","","","","","","Checkout Completion",""
