"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Aug 10 23:20:06 GMT 2025","Sun Aug 10 23:20:07 GMT 2025","632","","","","","","Login as locked user",""
"passed","Sun Aug 10 23:20:08 GMT 2025","Sun Aug 10 23:20:09 GMT 2025","1014","","","","","","Remove Items from Cart",""
"passed","Sun Aug 10 23:19:55 GMT 2025","Sun Aug 10 23:19:57 GMT 2025","1416","","","","","","Checkout Overview Data Correctness",""
"broken","Sun Aug 10 23:20:05 GMT 2025","Sun Aug 10 23:20:05 GMT 2025","642","","","","","","Login with invalid credentials -- @1.1 ",""
"broken","Sun Aug 10 23:19:57 GMT 2025","Sun Aug 10 23:19:57 GMT 2025","940","","","","","","Checkout Completion",""
"passed","Sun Aug 10 23:20:07 GMT 2025","Sun Aug 10 23:20:08 GMT 2025","906","","","","","","Add Items to Cart",""
"passed","Sun Aug 10 23:20:04 GMT 2025","Sun Aug 10 23:20:05 GMT 2025","713","","","","","","Login with valid credentials -- @1.3 ",""
"broken","Sun Aug 10 23:20:06 GMT 2025","Sun Aug 10 23:20:06 GMT 2025","649","","","","","","Login with invalid credentials -- @1.3 ",""
"passed","Sun Aug 10 23:19:57 GMT 2025","Sun Aug 10 23:19:58 GMT 2025","651","","","","","","Login with valid credentials -- @1.1 ",""
"broken","Sun Aug 10 23:20:05 GMT 2025","Sun Aug 10 23:20:06 GMT 2025","647","","","","","","Login with invalid credentials -- @1.2 ",""
"passed","Sun Aug 10 23:19:58 GMT 2025","Sun Aug 10 23:20:04 GMT 2025","5668","","","","","","Login with valid credentials -- @1.2 ",""
