"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 27 23:21:19 GMT 2025","Sun Jul 27 23:21:20 GMT 2025","1257","","","","","","Checkout Overview Data Correctness",""
"passed","Sun Jul 27 23:21:32 GMT 2025","Sun Jul 27 23:21:33 GMT 2025","1035","","","","","","Remove Items from Cart",""
"passed","Sun Jul 27 23:21:21 GMT 2025","Sun Jul 27 23:21:22 GMT 2025","688","","","","","","Login with valid credentials -- @1.1 ",""
"broken","Sun Jul 27 23:21:30 GMT 2025","Sun Jul 27 23:21:30 GMT 2025","680","","","","","","Login with invalid credentials -- @1.3 ",""
"passed","Sun Jul 27 23:21:31 GMT 2025","Sun Jul 27 23:21:32 GMT 2025","964","","","","","","Add Items to Cart",""
"broken","Sun Jul 27 23:21:30 GMT 2025","Sun Jul 27 23:21:31 GMT 2025","669","","","","","","Login as locked user",""
"broken","Sun Jul 27 23:21:20 GMT 2025","Sun Jul 27 23:21:21 GMT 2025","1112","","","","","","Checkout Completion",""
"broken","Sun Jul 27 23:21:28 GMT 2025","Sun Jul 27 23:21:29 GMT 2025","701","","","","","","Login with invalid credentials -- @1.1 ",""
"passed","Sun Jul 27 23:21:22 GMT 2025","Sun Jul 27 23:21:28 GMT 2025","5689","","","","","","Login with valid credentials -- @1.2 ",""
"passed","Sun Jul 27 23:21:28 GMT 2025","Sun Jul 27 23:21:28 GMT 2025","705","","","","","","Login with valid credentials -- @1.3 ",""
"broken","Sun Jul 27 23:21:29 GMT 2025","Sun Jul 27 23:21:30 GMT 2025","682","","","","","","Login with invalid credentials -- @1.2 ",""
