"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Aug 24 23:18:24 GMT 2025","Sun Aug 24 23:18:25 GMT 2025","640","","","","","","Login with invalid credentials -- @1.3 ",""
"passed","Sun Aug 24 23:18:17 GMT 2025","Sun Aug 24 23:18:22 GMT 2025","5667","","","","","","Login with valid credentials -- @1.2 ",""
"passed","Sun Aug 24 23:18:26 GMT 2025","Sun Aug 24 23:18:27 GMT 2025","969","","","","","","Add Items to Cart",""
"passed","Sun Aug 24 23:18:14 GMT 2025","Sun Aug 24 23:18:15 GMT 2025","1365","","","","","","Checkout Overview Data Correctness",""
"passed","Sun Aug 24 23:18:16 GMT 2025","Sun Aug 24 23:18:17 GMT 2025","641","","","","","","Login with valid credentials -- @1.1 ",""
"passed","Sun Aug 24 23:18:27 GMT 2025","Sun Aug 24 23:18:28 GMT 2025","1075","","","","","","Remove Items from Cart",""
"broken","Sun Aug 24 23:18:24 GMT 2025","Sun Aug 24 23:18:24 GMT 2025","638","","","","","","Login with invalid credentials -- @1.2 ",""
"broken","Sun Aug 24 23:18:23 GMT 2025","Sun Aug 24 23:18:24 GMT 2025","627","","","","","","Login with invalid credentials -- @1.1 ",""
"passed","Sun Aug 24 23:18:22 GMT 2025","Sun Aug 24 23:18:23 GMT 2025","689","","","","","","Login with valid credentials -- @1.3 ",""
"broken","Sun Aug 24 23:18:25 GMT 2025","Sun Aug 24 23:18:26 GMT 2025","637","","","","","","Login as locked user",""
"broken","Sun Aug 24 23:18:15 GMT 2025","Sun Aug 24 23:18:16 GMT 2025","999","","","","","","Checkout Completion",""
