"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Jun 30 23:19:41 GMT 2025","Mon Jun 30 23:19:42 GMT 2025","601","","","","","","Login as locked user",""
"passed","Mon Jun 30 23:19:42 GMT 2025","Mon Jun 30 23:19:43 GMT 2025","817","","","","","","Add Items to Cart",""
"broken","Mon Jun 30 23:19:41 GMT 2025","Mon Jun 30 23:19:41 GMT 2025","600","","","","","","Login with invalid credentials -- @1.3 ",""
"passed","Mon Jun 30 23:19:43 GMT 2025","Mon Jun 30 23:19:44 GMT 2025","897","","","","","","Remove Items from Cart",""
"passed","Mon Jun 30 23:19:33 GMT 2025","Mon Jun 30 23:19:39 GMT 2025","5666","","","","","","Login with valid credentials -- @1.2 ",""
"broken","Mon Jun 30 23:19:40 GMT 2025","Mon Jun 30 23:19:40 GMT 2025","608","","","","","","Login with invalid credentials -- @1.1 ",""
"passed","Mon Jun 30 23:19:39 GMT 2025","Mon Jun 30 23:19:40 GMT 2025","650","","","","","","Login with valid credentials -- @1.3 ",""
"broken","Mon Jun 30 23:19:31 GMT 2025","Mon Jun 30 23:19:33 GMT 2025","1478","","","","","","Checkout Completion",""
"broken","Mon Jun 30 23:19:40 GMT 2025","Mon Jun 30 23:19:41 GMT 2025","599","","","","","","Login with invalid credentials -- @1.2 ",""
"passed","Mon Jun 30 23:19:33 GMT 2025","Mon Jun 30 23:19:33 GMT 2025","700","","","","","","Login with valid credentials -- @1.1 ",""
"passed","Mon Jun 30 23:19:27 GMT 2025","Mon Jun 30 23:19:31 GMT 2025","4047","","","","","","Checkout Overview Data Correctness",""
