"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Mar 20 23:17:57 GMT 2025","Thu Mar 20 23:17:58 GMT 2025","607","","","","","","Login with invalid credentials -- @1.2 ",""
"passed","Thu Mar 20 23:17:50 GMT 2025","Thu Mar 20 23:17:56 GMT 2025","5626","","","","","","Login with valid credentials -- @1.2 ",""
"broken","Thu Mar 20 23:17:58 GMT 2025","Thu Mar 20 23:17:59 GMT 2025","592","","","","","","Login with invalid credentials -- @1.3 ",""
"broken","Thu Mar 20 23:17:59 GMT 2025","Thu Mar 20 23:17:59 GMT 2025","600","","","","","","Login as locked user",""
"passed","Thu Mar 20 23:17:50 GMT 2025","Thu Mar 20 23:17:50 GMT 2025","613","","","","","","Login with valid credentials -- @1.1 ",""
"broken","Thu Mar 20 23:17:57 GMT 2025","Thu Mar 20 23:17:57 GMT 2025","587","","","","","","Login with invalid credentials -- @1.1 ",""
"passed","Thu Mar 20 23:17:56 GMT 2025","Thu Mar 20 23:17:57 GMT 2025","652","","","","","","Login with valid credentials -- @1.3 ",""
"broken","Thu Mar 20 23:17:48 GMT 2025","Thu Mar 20 23:17:50 GMT 2025","2125","","","","","","Checkout Completion",""
"passed","Thu Mar 20 23:17:59 GMT 2025","Thu Mar 20 23:18:00 GMT 2025","886","","","","","","Add Items to Cart",""
"passed","Thu Mar 20 23:18:00 GMT 2025","Thu Mar 20 23:18:01 GMT 2025","979","","","","","","Remove Items from Cart",""
"passed","Thu Mar 20 23:17:43 GMT 2025","Thu Mar 20 23:17:48 GMT 2025","4347","","","","","","Checkout Overview Data Correctness",""
