"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Oct 02 23:16:57 GMT 2025","Thu Oct 02 23:16:57 GMT 2025","602","","","","","","Login as locked user",""
"passed","Thu Oct 02 23:16:48 GMT 2025","Thu Oct 02 23:16:54 GMT 2025","5677","","","","","","Login with valid credentials -- @1.2 ",""
"passed","Thu Oct 02 23:16:48 GMT 2025","Thu Oct 02 23:16:48 GMT 2025","671","","","","","","Login with valid credentials -- @1.1 ",""
"broken","Thu Oct 02 23:16:55 GMT 2025","Thu Oct 02 23:16:56 GMT 2025","598","","","","","","Login with invalid credentials -- @1.2 ",""
"broken","Thu Oct 02 23:16:55 GMT 2025","Thu Oct 02 23:16:55 GMT 2025","608","","","","","","Login with invalid credentials -- @1.1 ",""
"broken","Thu Oct 02 23:16:56 GMT 2025","Thu Oct 02 23:16:57 GMT 2025","598","","","","","","Login with invalid credentials -- @1.3 ",""
"broken","Thu Oct 02 23:16:47 GMT 2025","Thu Oct 02 23:16:48 GMT 2025","1100","","","","","","Checkout Completion",""
"passed","Thu Oct 02 23:16:57 GMT 2025","Thu Oct 02 23:16:58 GMT 2025","900","","","","","","Add Items to Cart",""
"passed","Thu Oct 02 23:16:44 GMT 2025","Thu Oct 02 23:16:47 GMT 2025","2574","","","","","","Checkout Overview Data Correctness",""
"passed","Thu Oct 02 23:16:58 GMT 2025","Thu Oct 02 23:16:59 GMT 2025","1046","","","","","","Remove Items from Cart",""
"passed","Thu Oct 02 23:16:54 GMT 2025","Thu Oct 02 23:16:55 GMT 2025","650","","","","","","Login with valid credentials -- @1.3 ",""
