"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Mar 28 23:18:16 GMT 2025","Fri Mar 28 23:18:16 GMT 2025","617","","","","","","Login with invalid credentials -- @1.1 ",""
"passed","Fri Mar 28 23:18:18 GMT 2025","Fri Mar 28 23:18:19 GMT 2025","837","","","","","","Add Items to Cart",""
"passed","Fri Mar 28 23:18:09 GMT 2025","Fri Mar 28 23:18:09 GMT 2025","635","","","","","","Login with valid credentials -- @1.1 ",""
"passed","Fri Mar 28 23:18:15 GMT 2025","Fri Mar 28 23:18:16 GMT 2025","680","","","","","","Login with valid credentials -- @1.3 ",""
"broken","Fri Mar 28 23:18:08 GMT 2025","Fri Mar 28 23:18:09 GMT 2025","958","","","","","","Checkout Completion",""
"passed","Fri Mar 28 23:18:06 GMT 2025","Fri Mar 28 23:18:08 GMT 2025","1309","","","","","","Checkout Overview Data Correctness",""
"broken","Fri Mar 28 23:18:17 GMT 2025","Fri Mar 28 23:18:18 GMT 2025","620","","","","","","Login as locked user",""
"passed","Fri Mar 28 23:18:09 GMT 2025","Fri Mar 28 23:18:15 GMT 2025","5652","","","","","","Login with valid credentials -- @1.2 ",""
"broken","Fri Mar 28 23:18:16 GMT 2025","Fri Mar 28 23:18:17 GMT 2025","615","","","","","","Login with invalid credentials -- @1.2 ",""
"passed","Fri Mar 28 23:18:19 GMT 2025","Fri Mar 28 23:18:20 GMT 2025","872","","","","","","Remove Items from Cart",""
"broken","Fri Mar 28 23:18:17 GMT 2025","Fri Mar 28 23:18:17 GMT 2025","633","","","","","","Login with invalid credentials -- @1.3 ",""
