"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Mar 03 23:17:26 GMT 2025","Mon Mar 03 23:17:28 GMT 2025","1583","","","","","","Checkout Completion",""
"broken","Mon Mar 03 23:17:36 GMT 2025","Mon Mar 03 23:17:36 GMT 2025","573","","","","","","Login with invalid credentials -- @1.3 ",""
"passed","Mon Mar 03 23:17:28 GMT 2025","Mon Mar 03 23:17:34 GMT 2025","5635","","","","","","Login with valid credentials -- @1.2 ",""
"passed","Mon Mar 03 23:17:34 GMT 2025","Mon Mar 03 23:17:34 GMT 2025","611","","","","","","Login with valid credentials -- @1.3 ",""
"passed","Mon Mar 03 23:17:24 GMT 2025","Mon Mar 03 23:17:26 GMT 2025","1786","","","","","","Checkout Overview Data Correctness",""
"broken","Mon Mar 03 23:17:34 GMT 2025","Mon Mar 03 23:17:35 GMT 2025","580","","","","","","Login with invalid credentials -- @1.1 ",""
"passed","Mon Mar 03 23:17:38 GMT 2025","Mon Mar 03 23:17:38 GMT 2025","939","","","","","","Remove Items from Cart",""
"broken","Mon Mar 03 23:17:35 GMT 2025","Mon Mar 03 23:17:36 GMT 2025","577","","","","","","Login with invalid credentials -- @1.2 ",""
"broken","Mon Mar 03 23:17:36 GMT 2025","Mon Mar 03 23:17:37 GMT 2025","587","","","","","","Login as locked user",""
"passed","Mon Mar 03 23:17:37 GMT 2025","Mon Mar 03 23:17:38 GMT 2025","810","","","","","","Add Items to Cart",""
"passed","Mon Mar 03 23:17:28 GMT 2025","Mon Mar 03 23:17:28 GMT 2025","631","","","","","","Login with valid credentials -- @1.1 ",""
