"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Jul 11 23:20:09 GMT 2025","Fri Jul 11 23:20:10 GMT 2025","650","","","","","","Login with invalid credentials -- @1.2 ",""
"passed","Fri Jul 11 23:20:12 GMT 2025","Fri Jul 11 23:20:13 GMT 2025","1027","","","","","","Remove Items from Cart",""
"passed","Fri Jul 11 23:20:11 GMT 2025","Fri Jul 11 23:20:12 GMT 2025","929","","","","","","Add Items to Cart",""
"broken","Fri Jul 11 23:20:09 GMT 2025","Fri Jul 11 23:20:09 GMT 2025","638","","","","","","Login with invalid credentials -- @1.1 ",""
"passed","Fri Jul 11 23:19:59 GMT 2025","Fri Jul 11 23:20:01 GMT 2025","1277","","","","","","Checkout Overview Data Correctness",""
"passed","Fri Jul 11 23:20:08 GMT 2025","Fri Jul 11 23:20:09 GMT 2025","695","","","","","","Login with valid credentials -- @1.3 ",""
"passed","Fri Jul 11 23:20:02 GMT 2025","Fri Jul 11 23:20:02 GMT 2025","667","","","","","","Login with valid credentials -- @1.1 ",""
"broken","Fri Jul 11 23:20:01 GMT 2025","Fri Jul 11 23:20:02 GMT 2025","993","","","","","","Checkout Completion",""
"passed","Fri Jul 11 23:20:02 GMT 2025","Fri Jul 11 23:20:08 GMT 2025","5670","","","","","","Login with valid credentials -- @1.2 ",""
"broken","Fri Jul 11 23:20:10 GMT 2025","Fri Jul 11 23:20:11 GMT 2025","648","","","","","","Login with invalid credentials -- @1.3 ",""
"broken","Fri Jul 11 23:20:11 GMT 2025","Fri Jul 11 23:20:11 GMT 2025","645","","","","","","Login as locked user",""
