"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 21 23:19:00 GMT 2025","Wed May 21 23:19:01 GMT 2025","810","","","","","","Add Items to Cart",""
"broken","Wed May 21 23:18:50 GMT 2025","Wed May 21 23:18:51 GMT 2025","1038","","","","","","Checkout Completion",""
"passed","Wed May 21 23:19:01 GMT 2025","Wed May 21 23:19:02 GMT 2025","1084","","","","","","Remove Items from Cart",""
"broken","Wed May 21 23:18:58 GMT 2025","Wed May 21 23:18:59 GMT 2025","609","","","","","","Login with invalid credentials -- @1.1 ",""
"passed","Wed May 21 23:18:51 GMT 2025","Wed May 21 23:18:52 GMT 2025","1023","","","","","","Login with valid credentials -- @1.1 ",""
"broken","Wed May 21 23:18:59 GMT 2025","Wed May 21 23:19:00 GMT 2025","600","","","","","","Login with invalid credentials -- @1.3 ",""
"broken","Wed May 21 23:18:59 GMT 2025","Wed May 21 23:18:59 GMT 2025","598","","","","","","Login with invalid credentials -- @1.2 ",""
"passed","Wed May 21 23:18:48 GMT 2025","Wed May 21 23:18:50 GMT 2025","1808","","","","","","Checkout Overview Data Correctness",""
"broken","Wed May 21 23:19:00 GMT 2025","Wed May 21 23:19:00 GMT 2025","600","","","","","","Login as locked user",""
"passed","Wed May 21 23:18:57 GMT 2025","Wed May 21 23:18:58 GMT 2025","653","","","","","","Login with valid credentials -- @1.3 ",""
"passed","Wed May 21 23:18:52 GMT 2025","Wed May 21 23:18:57 GMT 2025","5655","","","","","","Login with valid credentials -- @1.2 ",""
