"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 07 23:19:56 GMT 2025","Mon Jul 07 23:19:57 GMT 2025","987","","","","","","Remove Items from Cart",""
"passed","Mon Jul 07 23:19:46 GMT 2025","Mon Jul 07 23:19:52 GMT 2025","5657","","","","","","Login with valid credentials -- @1.2 ",""
"passed","Mon Jul 07 23:19:45 GMT 2025","Mon Jul 07 23:19:46 GMT 2025","650","","","","","","Login with valid credentials -- @1.1 ",""
"broken","Mon Jul 07 23:19:53 GMT 2025","Mon Jul 07 23:19:54 GMT 2025","637","","","","","","Login with invalid credentials -- @1.2 ",""
"broken","Mon Jul 07 23:19:44 GMT 2025","Mon Jul 07 23:19:45 GMT 2025","989","","","","","","Checkout Completion",""
"broken","Mon Jul 07 23:19:54 GMT 2025","Mon Jul 07 23:19:55 GMT 2025","647","","","","","","Login as locked user",""
"passed","Mon Jul 07 23:19:55 GMT 2025","Mon Jul 07 23:19:56 GMT 2025","913","","","","","","Add Items to Cart",""
"broken","Mon Jul 07 23:19:54 GMT 2025","Mon Jul 07 23:19:54 GMT 2025","650","","","","","","Login with invalid credentials -- @1.3 ",""
"broken","Mon Jul 07 23:19:52 GMT 2025","Mon Jul 07 23:19:53 GMT 2025","634","","","","","","Login with invalid credentials -- @1.1 ",""
"passed","Mon Jul 07 23:19:52 GMT 2025","Mon Jul 07 23:19:52 GMT 2025","705","","","","","","Login with valid credentials -- @1.3 ",""
"passed","Mon Jul 07 23:19:43 GMT 2025","Mon Jul 07 23:19:44 GMT 2025","1258","","","","","","Checkout Overview Data Correctness",""
