"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Jan 07 23:16:41 GMT 2025","Tue Jan 07 23:16:41 GMT 2025","504","","","","","","Login with invalid credentials -- @1.3 ",""
"broken","Tue Jan 07 23:16:40 GMT 2025","Tue Jan 07 23:16:41 GMT 2025","499","","","","","","Login with invalid credentials -- @1.2 ",""
"passed","Tue Jan 07 23:16:33 GMT 2025","Tue Jan 07 23:16:39 GMT 2025","5571","","","","","","Login with valid credentials -- @1.2 ",""
"passed","Tue Jan 07 23:16:30 GMT 2025","Tue Jan 07 23:16:32 GMT 2025","1503","","","","","","Checkout Overview Data Correctness",""
"broken","Tue Jan 07 23:16:40 GMT 2025","Tue Jan 07 23:16:40 GMT 2025","594","","","","","","Login with invalid credentials -- @1.1 ",""
"passed","Tue Jan 07 23:16:42 GMT 2025","Tue Jan 07 23:16:43 GMT 2025","813","","","","","","Remove Items from Cart",""
"broken","Tue Jan 07 23:16:41 GMT 2025","Tue Jan 07 23:16:42 GMT 2025","511","","","","","","Login as locked user",""
"passed","Tue Jan 07 23:16:39 GMT 2025","Tue Jan 07 23:16:40 GMT 2025","547","","","","","","Login with valid credentials -- @1.3 ",""
"passed","Tue Jan 07 23:16:33 GMT 2025","Tue Jan 07 23:16:33 GMT 2025","573","","","","","","Login with valid credentials -- @1.1 ",""
"broken","Tue Jan 07 23:16:32 GMT 2025","Tue Jan 07 23:16:33 GMT 2025","987","","","","","","Checkout Completion",""
"passed","Tue Jan 07 23:16:42 GMT 2025","Tue Jan 07 23:16:42 GMT 2025","739","","","","","","Add Items to Cart",""
