"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Jan 23 23:16:47 GMT 2025","Thu Jan 23 23:16:48 GMT 2025","557","","","","","","Login with invalid credentials -- @1.2 ",""
"passed","Thu Jan 23 23:16:40 GMT 2025","Thu Jan 23 23:16:46 GMT 2025","5570","","","","","","Login with valid credentials -- @1.2 ",""
"passed","Thu Jan 23 23:16:38 GMT 2025","Thu Jan 23 23:16:39 GMT 2025","1060","","","","","","Checkout Overview Data Correctness",""
"passed","Thu Jan 23 23:16:40 GMT 2025","Thu Jan 23 23:16:40 GMT 2025","582","","","","","","Login with valid credentials -- @1.1 ",""
"broken","Thu Jan 23 23:16:48 GMT 2025","Thu Jan 23 23:16:49 GMT 2025","548","","","","","","Login as locked user",""
"broken","Thu Jan 23 23:16:39 GMT 2025","Thu Jan 23 23:16:40 GMT 2025","894","","","","","","Checkout Completion",""
"passed","Thu Jan 23 23:16:46 GMT 2025","Thu Jan 23 23:16:47 GMT 2025","619","","","","","","Login with valid credentials -- @1.3 ",""
"passed","Thu Jan 23 23:16:49 GMT 2025","Thu Jan 23 23:16:50 GMT 2025","856","","","","","","Add Items to Cart",""
"passed","Thu Jan 23 23:16:50 GMT 2025","Thu Jan 23 23:16:51 GMT 2025","988","","","","","","Remove Items from Cart",""
"broken","Thu Jan 23 23:16:48 GMT 2025","Thu Jan 23 23:16:48 GMT 2025","559","","","","","","Login with invalid credentials -- @1.3 ",""
"broken","Thu Jan 23 23:16:47 GMT 2025","Thu Jan 23 23:16:47 GMT 2025","563","","","","","","Login with invalid credentials -- @1.1 ",""
