"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Mar 08 23:15:14 GMT 2025","Sat Mar 08 23:15:19 GMT 2025","5674","","","","","","Login with valid credentials -- @1.2 ",""
"broken","Sat Mar 08 23:15:21 GMT 2025","Sat Mar 08 23:15:22 GMT 2025","570","","","","","","Login with invalid credentials -- @1.3 ",""
"passed","Sat Mar 08 23:15:22 GMT 2025","Sat Mar 08 23:15:23 GMT 2025","865","","","","","","Add Items to Cart",""
"broken","Sat Mar 08 23:15:21 GMT 2025","Sat Mar 08 23:15:21 GMT 2025","560","","","","","","Login with invalid credentials -- @1.2 ",""
"passed","Sat Mar 08 23:15:13 GMT 2025","Sat Mar 08 23:15:14 GMT 2025","622","","","","","","Login with valid credentials -- @1.1 ",""
"passed","Sat Mar 08 23:15:19 GMT 2025","Sat Mar 08 23:15:20 GMT 2025","611","","","","","","Login with valid credentials -- @1.3 ",""
"passed","Sat Mar 08 23:15:11 GMT 2025","Sat Mar 08 23:15:12 GMT 2025","1249","","","","","","Checkout Overview Data Correctness",""
"broken","Sat Mar 08 23:15:12 GMT 2025","Sat Mar 08 23:15:13 GMT 2025","1035","","","","","","Checkout Completion",""
"broken","Sat Mar 08 23:15:20 GMT 2025","Sat Mar 08 23:15:21 GMT 2025","574","","","","","","Login with invalid credentials -- @1.1 ",""
"broken","Sat Mar 08 23:15:22 GMT 2025","Sat Mar 08 23:15:22 GMT 2025","565","","","","","","Login as locked user",""
"passed","Sat Mar 08 23:15:23 GMT 2025","Sat Mar 08 23:15:24 GMT 2025","1013","","","","","","Remove Items from Cart",""
