"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Sep 05 23:17:53 GMT 2025","Fri Sep 05 23:17:53 GMT 2025","630","","","","","","Login with invalid credentials -- @1.1 ",""
"passed","Fri Sep 05 23:17:45 GMT 2025","Fri Sep 05 23:17:46 GMT 2025","636","","","","","","Login with valid credentials -- @1.1 ",""
"broken","Fri Sep 05 23:17:53 GMT 2025","Fri Sep 05 23:17:54 GMT 2025","593","","","","","","Login with invalid credentials -- @1.2 ",""
"broken","Fri Sep 05 23:17:55 GMT 2025","Fri Sep 05 23:17:55 GMT 2025","600","","","","","","Login as locked user",""
"passed","Fri Sep 05 23:17:46 GMT 2025","Fri Sep 05 23:17:52 GMT 2025","6158","","","","","","Login with valid credentials -- @1.2 ",""
"passed","Fri Sep 05 23:17:55 GMT 2025","Fri Sep 05 23:17:56 GMT 2025","806","","","","","","Add Items to Cart",""
"passed","Fri Sep 05 23:17:52 GMT 2025","Fri Sep 05 23:17:53 GMT 2025","646","","","","","","Login with valid credentials -- @1.3 ",""
"broken","Fri Sep 05 23:17:54 GMT 2025","Fri Sep 05 23:17:55 GMT 2025","584","","","","","","Login with invalid credentials -- @1.3 ",""
"passed","Fri Sep 05 23:17:56 GMT 2025","Fri Sep 05 23:17:57 GMT 2025","1029","","","","","","Remove Items from Cart",""
"broken","Fri Sep 05 23:17:44 GMT 2025","Fri Sep 05 23:17:45 GMT 2025","1081","","","","","","Checkout Completion",""
"passed","Fri Sep 05 23:17:42 GMT 2025","Fri Sep 05 23:17:44 GMT 2025","2125","","","","","","Checkout Overview Data Correctness",""
