"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 19 23:17:25 GMT 2024","Tue Nov 19 23:17:26 GMT 2024","1455","","","","","","Checkout Overview Data Correctness",""
"broken","Tue Nov 19 23:17:36 GMT 2024","Tue Nov 19 23:17:37 GMT 2024","592","","","","","","Login with invalid credentials -- @1.2 ",""
"broken","Tue Nov 19 23:17:36 GMT 2024","Tue Nov 19 23:17:36 GMT 2024","605","","","","","","Login with invalid credentials -- @1.1 ",""
"broken","Tue Nov 19 23:17:37 GMT 2024","Tue Nov 19 23:17:38 GMT 2024","580","","","","","","Login as locked user",""
"broken","Tue Nov 19 23:17:26 GMT 2024","Tue Nov 19 23:17:27 GMT 2024","986","","","","","","Checkout Completion",""
"passed","Tue Nov 19 23:17:28 GMT 2024","Tue Nov 19 23:17:35 GMT 2024","6824","","","","","","Login with valid credentials -- @1.2 ",""
"broken","Tue Nov 19 23:17:37 GMT 2024","Tue Nov 19 23:17:37 GMT 2024","590","","","","","","Login with invalid credentials -- @1.3 ",""
"passed","Tue Nov 19 23:17:35 GMT 2024","Tue Nov 19 23:17:36 GMT 2024","617","","","","","","Login with valid credentials -- @1.3 ",""
"passed","Tue Nov 19 23:17:39 GMT 2024","Tue Nov 19 23:17:40 GMT 2024","949","","","","","","Remove Items from Cart",""
"passed","Tue Nov 19 23:17:38 GMT 2024","Tue Nov 19 23:17:39 GMT 2024","845","","","","","","Add Items to Cart",""
"passed","Tue Nov 19 23:17:27 GMT 2024","Tue Nov 19 23:17:28 GMT 2024","687","","","","","","Login with valid credentials -- @1.1 ",""
