"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Sep 01 23:18:10 GMT 2025","Mon Sep 01 23:18:11 GMT 2025","633","","","","","","Login with invalid credentials -- @1.3 ",""
"broken","Mon Sep 01 23:18:09 GMT 2025","Mon Sep 01 23:18:10 GMT 2025","581","","","","","","Login with invalid credentials -- @1.2 ",""
"broken","Mon Sep 01 23:18:01 GMT 2025","Mon Sep 01 23:18:02 GMT 2025","996","","","","","","Checkout Completion",""
"passed","Mon Sep 01 23:18:02 GMT 2025","Mon Sep 01 23:18:08 GMT 2025","5950","","","","","","Login with valid credentials -- @1.2 ",""
"passed","Mon Sep 01 23:18:11 GMT 2025","Mon Sep 01 23:18:12 GMT 2025","891","","","","","","Add Items to Cart",""
"broken","Mon Sep 01 23:18:09 GMT 2025","Mon Sep 01 23:18:09 GMT 2025","596","","","","","","Login with invalid credentials -- @1.1 ",""
"passed","Mon Sep 01 23:18:08 GMT 2025","Mon Sep 01 23:18:09 GMT 2025","633","","","","","","Login with valid credentials -- @1.3 ",""
"passed","Mon Sep 01 23:18:12 GMT 2025","Mon Sep 01 23:18:13 GMT 2025","891","","","","","","Remove Items from Cart",""
"passed","Mon Sep 01 23:18:02 GMT 2025","Mon Sep 01 23:18:02 GMT 2025","639","","","","","","Login with valid credentials -- @1.1 ",""
"passed","Mon Sep 01 23:17:58 GMT 2025","Mon Sep 01 23:18:01 GMT 2025","2481","","","","","","Checkout Overview Data Correctness",""
"broken","Mon Sep 01 23:18:11 GMT 2025","Mon Sep 01 23:18:11 GMT 2025","564","","","","","","Login as locked user",""
