"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Dec 22 23:17:48 GMT 2024","Sun Dec 22 23:17:49 GMT 2024","528","","","","","","Login with invalid credentials -- @1.2 ",""
"passed","Sun Dec 22 23:17:42 GMT 2024","Sun Dec 22 23:17:47 GMT 2024","5593","","","","","","Login with valid credentials -- @1.2 ",""
"broken","Sun Dec 22 23:17:40 GMT 2024","Sun Dec 22 23:17:41 GMT 2024","1055","","","","","","Checkout Completion",""
"broken","Sun Dec 22 23:17:48 GMT 2024","Sun Dec 22 23:17:48 GMT 2024","545","","","","","","Login with invalid credentials -- @1.1 ",""
"passed","Sun Dec 22 23:17:51 GMT 2024","Sun Dec 22 23:17:52 GMT 2024","949","","","","","","Remove Items from Cart",""
"broken","Sun Dec 22 23:17:49 GMT 2024","Sun Dec 22 23:17:50 GMT 2024","531","","","","","","Login as locked user",""
"passed","Sun Dec 22 23:17:47 GMT 2024","Sun Dec 22 23:17:48 GMT 2024","569","","","","","","Login with valid credentials -- @1.3 ",""
"broken","Sun Dec 22 23:17:49 GMT 2024","Sun Dec 22 23:17:49 GMT 2024","537","","","","","","Login with invalid credentials -- @1.3 ",""
"passed","Sun Dec 22 23:17:38 GMT 2024","Sun Dec 22 23:17:40 GMT 2024","1624","","","","","","Checkout Overview Data Correctness",""
"passed","Sun Dec 22 23:17:50 GMT 2024","Sun Dec 22 23:17:51 GMT 2024","833","","","","","","Add Items to Cart",""
"passed","Sun Dec 22 23:17:41 GMT 2024","Sun Dec 22 23:17:42 GMT 2024","583","","","","","","Login with valid credentials -- @1.1 ",""
