"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 20 23:18:42 GMT 2025","Tue May 20 23:18:43 GMT 2025","1057","","","","","","Remove Items from Cart",""
"broken","Tue May 20 23:18:30 GMT 2025","Tue May 20 23:18:31 GMT 2025","1104","","","","","","Checkout Completion",""
"passed","Tue May 20 23:18:32 GMT 2025","Tue May 20 23:18:38 GMT 2025","5765","","","","","","Login with valid credentials -- @1.2 ",""
"passed","Tue May 20 23:18:41 GMT 2025","Tue May 20 23:18:42 GMT 2025","1011","","","","","","Add Items to Cart",""
"passed","Tue May 20 23:18:29 GMT 2025","Tue May 20 23:18:30 GMT 2025","1367","","","","","","Checkout Overview Data Correctness",""
"broken","Tue May 20 23:18:40 GMT 2025","Tue May 20 23:18:40 GMT 2025","674","","","","","","Login with invalid credentials -- @1.3 ",""
"broken","Tue May 20 23:18:39 GMT 2025","Tue May 20 23:18:40 GMT 2025","648","","","","","","Login with invalid credentials -- @1.2 ",""
"passed","Tue May 20 23:18:38 GMT 2025","Tue May 20 23:18:38 GMT 2025","731","","","","","","Login with valid credentials -- @1.3 ",""
"broken","Tue May 20 23:18:40 GMT 2025","Tue May 20 23:18:41 GMT 2025","670","","","","","","Login as locked user",""
"passed","Tue May 20 23:18:31 GMT 2025","Tue May 20 23:18:32 GMT 2025","687","","","","","","Login with valid credentials -- @1.1 ",""
"broken","Tue May 20 23:18:38 GMT 2025","Tue May 20 23:18:39 GMT 2025","680","","","","","","Login with invalid credentials -- @1.1 ",""
