"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 21 23:18:05 GMT 2024","Thu Nov 21 23:18:11 GMT 2024","5660","","","","","","Login with valid credentials -- @1.2 ",""
"passed","Thu Nov 21 23:18:02 GMT 2024","Thu Nov 21 23:18:03 GMT 2024","1099","","","","","","Checkout Overview Data Correctness",""
"passed","Thu Nov 21 23:18:15 GMT 2024","Thu Nov 21 23:18:16 GMT 2024","911","","","","","","Remove Items from Cart",""
"broken","Thu Nov 21 23:18:13 GMT 2024","Thu Nov 21 23:18:13 GMT 2024","550","","","","","","Login as locked user",""
"broken","Thu Nov 21 23:18:12 GMT 2024","Thu Nov 21 23:18:12 GMT 2024","562","","","","","","Login with invalid credentials -- @1.2 ",""
"passed","Thu Nov 21 23:18:13 GMT 2024","Thu Nov 21 23:18:15 GMT 2024","1160","","","","","","Add Items to Cart",""
"broken","Thu Nov 21 23:18:12 GMT 2024","Thu Nov 21 23:18:13 GMT 2024","573","","","","","","Login with invalid credentials -- @1.3 ",""
"passed","Thu Nov 21 23:18:11 GMT 2024","Thu Nov 21 23:18:11 GMT 2024","627","","","","","","Login with valid credentials -- @1.3 ",""
"broken","Thu Nov 21 23:18:11 GMT 2024","Thu Nov 21 23:18:12 GMT 2024","546","","","","","","Login with invalid credentials -- @1.1 ",""
"passed","Thu Nov 21 23:18:04 GMT 2024","Thu Nov 21 23:18:05 GMT 2024","635","","","","","","Login with valid credentials -- @1.1 ",""
"broken","Thu Nov 21 23:18:03 GMT 2024","Thu Nov 21 23:18:04 GMT 2024","1334","","","","","","Checkout Completion",""
