"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Apr 02 23:18:07 GMT 2025","Wed Apr 02 23:18:07 GMT 2025","629","","","","","","Login with invalid credentials -- @1.1 ",""
"passed","Wed Apr 02 23:18:10 GMT 2025","Wed Apr 02 23:18:11 GMT 2025","1076","","","","","","Remove Items from Cart",""
"broken","Wed Apr 02 23:18:08 GMT 2025","Wed Apr 02 23:18:09 GMT 2025","635","","","","","","Login with invalid credentials -- @1.3 ",""
"passed","Wed Apr 02 23:18:00 GMT 2025","Wed Apr 02 23:18:06 GMT 2025","5672","","","","","","Login with valid credentials -- @1.2 ",""
"broken","Wed Apr 02 23:17:59 GMT 2025","Wed Apr 02 23:18:00 GMT 2025","1159","","","","","","Checkout Completion",""
"passed","Wed Apr 02 23:18:09 GMT 2025","Wed Apr 02 23:18:10 GMT 2025","986","","","","","","Add Items to Cart",""
"broken","Wed Apr 02 23:18:07 GMT 2025","Wed Apr 02 23:18:08 GMT 2025","632","","","","","","Login with invalid credentials -- @1.2 ",""
"passed","Wed Apr 02 23:18:00 GMT 2025","Wed Apr 02 23:18:00 GMT 2025","638","","","","","","Login with valid credentials -- @1.1 ",""
"broken","Wed Apr 02 23:18:09 GMT 2025","Wed Apr 02 23:18:09 GMT 2025","633","","","","","","Login as locked user",""
"passed","Wed Apr 02 23:17:55 GMT 2025","Wed Apr 02 23:17:59 GMT 2025","3849","","","","","","Checkout Overview Data Correctness",""
"passed","Wed Apr 02 23:18:06 GMT 2025","Wed Apr 02 23:18:07 GMT 2025","683","","","","","","Login with valid credentials -- @1.3 ",""
