"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Apr 20 23:17:43 GMT 2025","Sun Apr 20 23:17:43 GMT 2025","635","","","","","","Login with invalid credentials -- @1.1 ",""
"passed","Sun Apr 20 23:17:45 GMT 2025","Sun Apr 20 23:17:46 GMT 2025","989","","","","","","Add Items to Cart",""
"broken","Sun Apr 20 23:17:44 GMT 2025","Sun Apr 20 23:17:45 GMT 2025","614","","","","","","Login with invalid credentials -- @1.3 ",""
"passed","Sun Apr 20 23:17:42 GMT 2025","Sun Apr 20 23:17:43 GMT 2025","680","","","","","","Login with valid credentials -- @1.3 ",""
"passed","Sun Apr 20 23:17:33 GMT 2025","Sun Apr 20 23:17:35 GMT 2025","1571","","","","","","Checkout Overview Data Correctness",""
"passed","Sun Apr 20 23:17:36 GMT 2025","Sun Apr 20 23:17:36 GMT 2025","619","","","","","","Login with valid credentials -- @1.1 ",""
"broken","Sun Apr 20 23:17:45 GMT 2025","Sun Apr 20 23:17:45 GMT 2025","649","","","","","","Login as locked user",""
"broken","Sun Apr 20 23:17:43 GMT 2025","Sun Apr 20 23:17:44 GMT 2025","649","","","","","","Login with invalid credentials -- @1.2 ",""
"broken","Sun Apr 20 23:17:35 GMT 2025","Sun Apr 20 23:17:36 GMT 2025","961","","","","","","Checkout Completion",""
"passed","Sun Apr 20 23:17:36 GMT 2025","Sun Apr 20 23:17:42 GMT 2025","5648","","","","","","Login with valid credentials -- @1.2 ",""
"passed","Sun Apr 20 23:17:46 GMT 2025","Sun Apr 20 23:17:47 GMT 2025","1021","","","","","","Remove Items from Cart",""
