"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Feb 26 23:18:32 GMT 2025","Wed Feb 26 23:18:33 GMT 2025","578","","","","","","Login with invalid credentials -- @1.1 ",""
"broken","Wed Feb 26 23:18:24 GMT 2025","Wed Feb 26 23:18:25 GMT 2025","983","","","","","","Checkout Completion",""
"passed","Wed Feb 26 23:18:25 GMT 2025","Wed Feb 26 23:18:26 GMT 2025","652","","","","","","Login with valid credentials -- @1.1 ",""
"passed","Wed Feb 26 23:18:35 GMT 2025","Wed Feb 26 23:18:36 GMT 2025","889","","","","","","Remove Items from Cart",""
"broken","Wed Feb 26 23:18:33 GMT 2025","Wed Feb 26 23:18:33 GMT 2025","582","","","","","","Login with invalid credentials -- @1.2 ",""
"broken","Wed Feb 26 23:18:33 GMT 2025","Wed Feb 26 23:18:34 GMT 2025","565","","","","","","Login with invalid credentials -- @1.3 ",""
"passed","Wed Feb 26 23:18:23 GMT 2025","Wed Feb 26 23:18:24 GMT 2025","1440","","","","","","Checkout Overview Data Correctness",""
"passed","Wed Feb 26 23:18:26 GMT 2025","Wed Feb 26 23:18:31 GMT 2025","5630","","","","","","Login with valid credentials -- @1.2 ",""
"passed","Wed Feb 26 23:18:34 GMT 2025","Wed Feb 26 23:18:35 GMT 2025","779","","","","","","Add Items to Cart",""
"passed","Wed Feb 26 23:18:31 GMT 2025","Wed Feb 26 23:18:32 GMT 2025","613","","","","","","Login with valid credentials -- @1.3 ",""
"broken","Wed Feb 26 23:18:34 GMT 2025","Wed Feb 26 23:18:34 GMT 2025","567","","","","","","Login as locked user",""
