"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Feb 05 23:17:06 GMT 2025","Wed Feb 05 23:17:07 GMT 2025","1047","","","","","","Checkout Completion",""
"passed","Wed Feb 05 23:17:18 GMT 2025","Wed Feb 05 23:17:19 GMT 2025","1016","","","","","","Remove Items from Cart",""
"passed","Wed Feb 05 23:17:17 GMT 2025","Wed Feb 05 23:17:18 GMT 2025","978","","","","","","Add Items to Cart",""
"broken","Wed Feb 05 23:17:14 GMT 2025","Wed Feb 05 23:17:15 GMT 2025","621","","","","","","Login with invalid credentials -- @1.1 ",""
"broken","Wed Feb 05 23:17:16 GMT 2025","Wed Feb 05 23:17:16 GMT 2025","607","","","","","","Login with invalid credentials -- @1.3 ",""
"passed","Wed Feb 05 23:17:07 GMT 2025","Wed Feb 05 23:17:08 GMT 2025","623","","","","","","Login with valid credentials -- @1.1 ",""
"broken","Wed Feb 05 23:17:15 GMT 2025","Wed Feb 05 23:17:16 GMT 2025","619","","","","","","Login with invalid credentials -- @1.2 ",""
"broken","Wed Feb 05 23:17:16 GMT 2025","Wed Feb 05 23:17:17 GMT 2025","600","","","","","","Login as locked user",""
"passed","Wed Feb 05 23:17:05 GMT 2025","Wed Feb 05 23:17:06 GMT 2025","1273","","","","","","Checkout Overview Data Correctness",""
"passed","Wed Feb 05 23:17:08 GMT 2025","Wed Feb 05 23:17:14 GMT 2025","5626","","","","","","Login with valid credentials -- @1.2 ",""
"passed","Wed Feb 05 23:17:14 GMT 2025","Wed Feb 05 23:17:14 GMT 2025","642","","","","","","Login with valid credentials -- @1.3 ",""
