"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 15 23:19:55 GMT 2025","Tue Jul 15 23:19:56 GMT 2025","714","","","","","","Login with valid credentials -- @1.1 ",""
"passed","Tue Jul 15 23:20:02 GMT 2025","Tue Jul 15 23:20:02 GMT 2025","693","","","","","","Login with valid credentials -- @1.3 ",""
"broken","Tue Jul 15 23:20:03 GMT 2025","Tue Jul 15 23:20:04 GMT 2025","665","","","","","","Login with invalid credentials -- @1.2 ",""
"passed","Tue Jul 15 23:20:06 GMT 2025","Tue Jul 15 23:20:07 GMT 2025","1001","","","","","","Remove Items from Cart",""
"passed","Tue Jul 15 23:19:56 GMT 2025","Tue Jul 15 23:20:02 GMT 2025","5672","","","","","","Login with valid credentials -- @1.2 ",""
"broken","Tue Jul 15 23:19:54 GMT 2025","Tue Jul 15 23:19:55 GMT 2025","1040","","","","","","Checkout Completion",""
"passed","Tue Jul 15 23:20:05 GMT 2025","Tue Jul 15 23:20:06 GMT 2025","830","","","","","","Add Items to Cart",""
"passed","Tue Jul 15 23:19:53 GMT 2025","Tue Jul 15 23:19:54 GMT 2025","1251","","","","","","Checkout Overview Data Correctness",""
"broken","Tue Jul 15 23:20:02 GMT 2025","Tue Jul 15 23:20:03 GMT 2025","666","","","","","","Login with invalid credentials -- @1.1 ",""
"broken","Tue Jul 15 23:20:04 GMT 2025","Tue Jul 15 23:20:05 GMT 2025","647","","","","","","Login as locked user",""
"broken","Tue Jul 15 23:20:04 GMT 2025","Tue Jul 15 23:20:04 GMT 2025","651","","","","","","Login with invalid credentials -- @1.3 ",""
