"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 14 23:17:02 GMT 2025","Fri Feb 14 23:17:03 GMT 2025","922","","","","","","Add Items to Cart",""
"passed","Fri Feb 14 23:17:03 GMT 2025","Fri Feb 14 23:17:04 GMT 2025","1004","","","","","","Remove Items from Cart",""
"broken","Fri Feb 14 23:17:01 GMT 2025","Fri Feb 14 23:17:02 GMT 2025","632","","","","","","Login as locked user",""
"passed","Fri Feb 14 23:16:50 GMT 2025","Fri Feb 14 23:16:51 GMT 2025","1216","","","","","","Checkout Overview Data Correctness",""
"passed","Fri Feb 14 23:16:52 GMT 2025","Fri Feb 14 23:16:53 GMT 2025","637","","","","","","Login with valid credentials -- @1.1 ",""
"broken","Fri Feb 14 23:17:00 GMT 2025","Fri Feb 14 23:17:01 GMT 2025","614","","","","","","Login with invalid credentials -- @1.2 ",""
"broken","Fri Feb 14 23:16:51 GMT 2025","Fri Feb 14 23:16:52 GMT 2025","1019","","","","","","Checkout Completion",""
"broken","Fri Feb 14 23:16:59 GMT 2025","Fri Feb 14 23:17:00 GMT 2025","646","","","","","","Login with invalid credentials -- @1.1 ",""
"broken","Fri Feb 14 23:17:01 GMT 2025","Fri Feb 14 23:17:01 GMT 2025","617","","","","","","Login with invalid credentials -- @1.3 ",""
"passed","Fri Feb 14 23:16:59 GMT 2025","Fri Feb 14 23:16:59 GMT 2025","655","","","","","","Login with valid credentials -- @1.3 ",""
"passed","Fri Feb 14 23:16:53 GMT 2025","Fri Feb 14 23:16:59 GMT 2025","5639","","","","","","Login with valid credentials -- @1.2 ",""
