"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Oct 04 23:17:14 GMT 2025","Sat Oct 04 23:17:17 GMT 2025","3497","","","","","","Checkout Overview Data Correctness",""
"passed","Sat Oct 04 23:17:29 GMT 2025","Sat Oct 04 23:17:29 GMT 2025","902","","","","","","Remove Items from Cart",""
"broken","Sat Oct 04 23:17:27 GMT 2025","Sat Oct 04 23:17:28 GMT 2025","590","","","","","","Login as locked user",""
"broken","Sat Oct 04 23:17:26 GMT 2025","Sat Oct 04 23:17:27 GMT 2025","584","","","","","","Login with invalid credentials -- @1.2 ",""
"broken","Sat Oct 04 23:17:17 GMT 2025","Sat Oct 04 23:17:18 GMT 2025","968","","","","","","Checkout Completion",""
"passed","Sat Oct 04 23:17:18 GMT 2025","Sat Oct 04 23:17:19 GMT 2025","663","","","","","","Login with valid credentials -- @1.1 ",""
"broken","Sat Oct 04 23:17:27 GMT 2025","Sat Oct 04 23:17:27 GMT 2025","598","","","","","","Login with invalid credentials -- @1.3 ",""
"passed","Sat Oct 04 23:17:28 GMT 2025","Sat Oct 04 23:17:29 GMT 2025","823","","","","","","Add Items to Cart",""
"passed","Sat Oct 04 23:17:25 GMT 2025","Sat Oct 04 23:17:25 GMT 2025","632","","","","","","Login with valid credentials -- @1.3 ",""
"passed","Sat Oct 04 23:17:19 GMT 2025","Sat Oct 04 23:17:25 GMT 2025","5666","","","","","","Login with valid credentials -- @1.2 ",""
"broken","Sat Oct 04 23:17:25 GMT 2025","Sat Oct 04 23:17:26 GMT 2025","588","","","","","","Login with invalid credentials -- @1.1 ",""
