"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 12 23:16:50 GMT 2025","Fri Sep 12 23:16:55 GMT 2025","5707","","","","","","Login with valid credentials -- @1.2 ",""
"passed","Fri Sep 12 23:17:00 GMT 2025","Fri Sep 12 23:17:01 GMT 2025","1024","","","","","","Remove Items from Cart",""
"passed","Fri Sep 12 23:16:49 GMT 2025","Fri Sep 12 23:16:50 GMT 2025","687","","","","","","Login with valid credentials -- @1.1 ",""
"passed","Fri Sep 12 23:16:45 GMT 2025","Fri Sep 12 23:16:48 GMT 2025","2876","","","","","","Checkout Overview Data Correctness",""
"broken","Fri Sep 12 23:16:58 GMT 2025","Fri Sep 12 23:16:59 GMT 2025","636","","","","","","Login as locked user",""
"broken","Fri Sep 12 23:16:57 GMT 2025","Fri Sep 12 23:16:57 GMT 2025","633","","","","","","Login with invalid credentials -- @1.2 ",""
"broken","Fri Sep 12 23:16:48 GMT 2025","Fri Sep 12 23:16:49 GMT 2025","1252","","","","","","Checkout Completion",""
"broken","Fri Sep 12 23:16:57 GMT 2025","Fri Sep 12 23:16:58 GMT 2025","631","","","","","","Login with invalid credentials -- @1.3 ",""
"broken","Fri Sep 12 23:16:56 GMT 2025","Fri Sep 12 23:16:57 GMT 2025","632","","","","","","Login with invalid credentials -- @1.1 ",""
"passed","Fri Sep 12 23:16:59 GMT 2025","Fri Sep 12 23:17:00 GMT 2025","955","","","","","","Add Items to Cart",""
"passed","Fri Sep 12 23:16:55 GMT 2025","Fri Sep 12 23:16:56 GMT 2025","682","","","","","","Login with valid credentials -- @1.3 ",""
