"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 17 23:18:15 GMT 2025","Thu Apr 17 23:18:16 GMT 2025","968","","","","","","Remove Items from Cart",""
"passed","Thu Apr 17 23:18:14 GMT 2025","Thu Apr 17 23:18:15 GMT 2025","905","","","","","","Add Items to Cart",""
"broken","Thu Apr 17 23:18:13 GMT 2025","Thu Apr 17 23:18:14 GMT 2025","615","","","","","","Login with invalid credentials -- @1.3 ",""
"broken","Thu Apr 17 23:18:12 GMT 2025","Thu Apr 17 23:18:13 GMT 2025","602","","","","","","Login with invalid credentials -- @1.1 ",""
"passed","Thu Apr 17 23:18:03 GMT 2025","Thu Apr 17 23:18:04 GMT 2025","1352","","","","","","Checkout Overview Data Correctness",""
"broken","Thu Apr 17 23:18:14 GMT 2025","Thu Apr 17 23:18:14 GMT 2025","615","","","","","","Login as locked user",""
"passed","Thu Apr 17 23:18:06 GMT 2025","Thu Apr 17 23:18:11 GMT 2025","5639","","","","","","Login with valid credentials -- @1.2 ",""
"passed","Thu Apr 17 23:18:05 GMT 2025","Thu Apr 17 23:18:06 GMT 2025","627","","","","","","Login with valid credentials -- @1.1 ",""
"broken","Thu Apr 17 23:18:04 GMT 2025","Thu Apr 17 23:18:05 GMT 2025","995","","","","","","Checkout Completion",""
"passed","Thu Apr 17 23:18:11 GMT 2025","Thu Apr 17 23:18:12 GMT 2025","675","","","","","","Login with valid credentials -- @1.3 ",""
"broken","Thu Apr 17 23:18:13 GMT 2025","Thu Apr 17 23:18:13 GMT 2025","618","","","","","","Login with invalid credentials -- @1.2 ",""
