"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Aug 23 23:18:26 GMT 2025","Sat Aug 23 23:18:27 GMT 2025","1168","","","","","","Checkout Completion",""
"broken","Sat Aug 23 23:18:36 GMT 2025","Sat Aug 23 23:18:37 GMT 2025","715","","","","","","Login as locked user",""
"passed","Sat Aug 23 23:18:38 GMT 2025","Sat Aug 23 23:18:39 GMT 2025","1101","","","","","","Remove Items from Cart",""
"passed","Sat Aug 23 23:18:37 GMT 2025","Sat Aug 23 23:18:38 GMT 2025","1018","","","","","","Add Items to Cart",""
"passed","Sat Aug 23 23:18:33 GMT 2025","Sat Aug 23 23:18:34 GMT 2025","721","","","","","","Login with valid credentials -- @1.3 ",""
"passed","Sat Aug 23 23:18:24 GMT 2025","Sat Aug 23 23:18:26 GMT 2025","1492","","","","","","Checkout Overview Data Correctness",""
"passed","Sat Aug 23 23:18:27 GMT 2025","Sat Aug 23 23:18:28 GMT 2025","644","","","","","","Login with valid credentials -- @1.1 ",""
"broken","Sat Aug 23 23:18:34 GMT 2025","Sat Aug 23 23:18:35 GMT 2025","623","","","","","","Login with invalid credentials -- @1.1 ",""
"broken","Sat Aug 23 23:18:35 GMT 2025","Sat Aug 23 23:18:35 GMT 2025","665","","","","","","Login with invalid credentials -- @1.2 ",""
"passed","Sat Aug 23 23:18:28 GMT 2025","Sat Aug 23 23:18:33 GMT 2025","5676","","","","","","Login with valid credentials -- @1.2 ",""
"broken","Sat Aug 23 23:18:35 GMT 2025","Sat Aug 23 23:18:36 GMT 2025","654","","","","","","Login with invalid credentials -- @1.3 ",""
