"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 14 23:19:05 GMT 2025","Fri Mar 14 23:19:10 GMT 2025","5654","","","","","","Login with valid credentials -- @1.2 ",""
"broken","Fri Mar 14 23:19:12 GMT 2025","Fri Mar 14 23:19:13 GMT 2025","653","","","","","","Login with invalid credentials -- @1.3 ",""
"passed","Fri Mar 14 23:19:10 GMT 2025","Fri Mar 14 23:19:11 GMT 2025","674","","","","","","Login with valid credentials -- @1.3 ",""
"passed","Fri Mar 14 23:19:04 GMT 2025","Fri Mar 14 23:19:05 GMT 2025","639","","","","","","Login with valid credentials -- @1.1 ",""
"broken","Fri Mar 14 23:19:03 GMT 2025","Fri Mar 14 23:19:04 GMT 2025","1006","","","","","","Checkout Completion",""
"passed","Fri Mar 14 23:19:02 GMT 2025","Fri Mar 14 23:19:03 GMT 2025","1317","","","","","","Checkout Overview Data Correctness",""
"broken","Fri Mar 14 23:19:12 GMT 2025","Fri Mar 14 23:19:12 GMT 2025","630","","","","","","Login with invalid credentials -- @1.2 ",""
"broken","Fri Mar 14 23:19:11 GMT 2025","Fri Mar 14 23:19:12 GMT 2025","672","","","","","","Login with invalid credentials -- @1.1 ",""
"passed","Fri Mar 14 23:19:14 GMT 2025","Fri Mar 14 23:19:15 GMT 2025","929","","","","","","Add Items to Cart",""
"passed","Fri Mar 14 23:19:15 GMT 2025","Fri Mar 14 23:19:16 GMT 2025","1067","","","","","","Remove Items from Cart",""
"broken","Fri Mar 14 23:19:13 GMT 2025","Fri Mar 14 23:19:14 GMT 2025","616","","","","","","Login as locked user",""
