"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 29 23:18:01 GMT 2025","Tue Apr 29 23:18:02 GMT 2025","1316","","","","","","Checkout Overview Data Correctness",""
"broken","Tue Apr 29 23:18:02 GMT 2025","Tue Apr 29 23:18:03 GMT 2025","1050","","","","","","Checkout Completion",""
"passed","Tue Apr 29 23:18:09 GMT 2025","Tue Apr 29 23:18:10 GMT 2025","671","","","","","","Login with valid credentials -- @1.3 ",""
"passed","Tue Apr 29 23:18:04 GMT 2025","Tue Apr 29 23:18:09 GMT 2025","5681","","","","","","Login with valid credentials -- @1.2 ",""
"broken","Tue Apr 29 23:18:12 GMT 2025","Tue Apr 29 23:18:13 GMT 2025","618","","","","","","Login as locked user",""
"passed","Tue Apr 29 23:18:13 GMT 2025","Tue Apr 29 23:18:13 GMT 2025","954","","","","","","Add Items to Cart",""
"broken","Tue Apr 29 23:18:10 GMT 2025","Tue Apr 29 23:18:11 GMT 2025","636","","","","","","Login with invalid credentials -- @1.1 ",""
"passed","Tue Apr 29 23:18:03 GMT 2025","Tue Apr 29 23:18:04 GMT 2025","639","","","","","","Login with valid credentials -- @1.1 ",""
"broken","Tue Apr 29 23:18:11 GMT 2025","Tue Apr 29 23:18:12 GMT 2025","614","","","","","","Login with invalid credentials -- @1.3 ",""
"passed","Tue Apr 29 23:18:13 GMT 2025","Tue Apr 29 23:18:15 GMT 2025","1035","","","","","","Remove Items from Cart",""
"broken","Tue Apr 29 23:18:11 GMT 2025","Tue Apr 29 23:18:11 GMT 2025","629","","","","","","Login with invalid credentials -- @1.2 ",""
