"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 26 23:16:56 GMT 2024","Thu Dec 26 23:16:57 GMT 2024","548","","","","","","Login with valid credentials -- @1.3 ",""
"passed","Thu Dec 26 23:16:51 GMT 2024","Thu Dec 26 23:16:56 GMT 2024","5573","","","","","","Login with valid credentials -- @1.2 ",""
"passed","Thu Dec 26 23:16:47 GMT 2024","Thu Dec 26 23:16:49 GMT 2024","1870","","","","","","Checkout Overview Data Correctness",""
"passed","Thu Dec 26 23:16:50 GMT 2024","Thu Dec 26 23:16:51 GMT 2024","560","","","","","","Login with valid credentials -- @1.1 ",""
"passed","Thu Dec 26 23:16:59 GMT 2024","Thu Dec 26 23:17:00 GMT 2024","887","","","","","","Remove Items from Cart",""
"broken","Thu Dec 26 23:16:58 GMT 2024","Thu Dec 26 23:16:59 GMT 2024","512","","","","","","Login as locked user",""
"broken","Thu Dec 26 23:16:58 GMT 2024","Thu Dec 26 23:16:58 GMT 2024","503","","","","","","Login with invalid credentials -- @1.3 ",""
"broken","Thu Dec 26 23:16:57 GMT 2024","Thu Dec 26 23:16:57 GMT 2024","511","","","","","","Login with invalid credentials -- @1.1 ",""
"broken","Thu Dec 26 23:16:57 GMT 2024","Thu Dec 26 23:16:58 GMT 2024","501","","","","","","Login with invalid credentials -- @1.2 ",""
"broken","Thu Dec 26 23:16:49 GMT 2024","Thu Dec 26 23:16:50 GMT 2024","927","","","","","","Checkout Completion",""
"passed","Thu Dec 26 23:16:59 GMT 2024","Thu Dec 26 23:16:59 GMT 2024","751","","","","","","Add Items to Cart",""
