"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun May 04 23:18:12 GMT 2025","Sun May 04 23:18:13 GMT 2025","813","","","","","","Add Items to Cart",""
"broken","Sun May 04 23:18:11 GMT 2025","Sun May 04 23:18:11 GMT 2025","598","","","","","","Login with invalid credentials -- @1.3 ",""
"passed","Sun May 04 23:18:03 GMT 2025","Sun May 04 23:18:09 GMT 2025","5668","","","","","","Login with valid credentials -- @1.2 ",""
"broken","Sun May 04 23:18:02 GMT 2025","Sun May 04 23:18:03 GMT 2025","1026","","","","","","Checkout Completion",""
"passed","Sun May 04 23:18:09 GMT 2025","Sun May 04 23:18:10 GMT 2025","658","","","","","","Login with valid credentials -- @1.3 ",""
"passed","Sun May 04 23:18:00 GMT 2025","Sun May 04 23:18:02 GMT 2025","1514","","","","","","Checkout Overview Data Correctness",""
"passed","Sun May 04 23:18:13 GMT 2025","Sun May 04 23:18:14 GMT 2025","990","","","","","","Remove Items from Cart",""
"broken","Sun May 04 23:18:11 GMT 2025","Sun May 04 23:18:12 GMT 2025","600","","","","","","Login as locked user",""
"broken","Sun May 04 23:18:10 GMT 2025","Sun May 04 23:18:11 GMT 2025","601","","","","","","Login with invalid credentials -- @1.2 ",""
"passed","Sun May 04 23:18:03 GMT 2025","Sun May 04 23:18:03 GMT 2025","641","","","","","","Login with valid credentials -- @1.1 ",""
"broken","Sun May 04 23:18:10 GMT 2025","Sun May 04 23:18:10 GMT 2025","620","","","","","","Login with invalid credentials -- @1.1 ",""
