"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 15 23:16:59 GMT 2025","Mon Sep 15 23:17:00 GMT 2025","852","","","","","","Add Items to Cart",""
"passed","Mon Sep 15 23:16:46 GMT 2025","Mon Sep 15 23:16:49 GMT 2025","3354","","","","","","Checkout Overview Data Correctness",""
"broken","Mon Sep 15 23:16:49 GMT 2025","Mon Sep 15 23:16:50 GMT 2025","1007","","","","","","Checkout Completion",""
"passed","Mon Sep 15 23:16:50 GMT 2025","Mon Sep 15 23:16:51 GMT 2025","653","","","","","","Login with valid credentials -- @1.1 ",""
"passed","Mon Sep 15 23:16:51 GMT 2025","Mon Sep 15 23:16:56 GMT 2025","5643","","","","","","Login with valid credentials -- @1.2 ",""
"broken","Mon Sep 15 23:16:57 GMT 2025","Mon Sep 15 23:16:58 GMT 2025","605","","","","","","Login with invalid credentials -- @1.1 ",""
"passed","Mon Sep 15 23:17:00 GMT 2025","Mon Sep 15 23:17:01 GMT 2025","885","","","","","","Remove Items from Cart",""
"passed","Mon Sep 15 23:16:56 GMT 2025","Mon Sep 15 23:16:57 GMT 2025","622","","","","","","Login with valid credentials -- @1.3 ",""
"broken","Mon Sep 15 23:16:59 GMT 2025","Mon Sep 15 23:16:59 GMT 2025","597","","","","","","Login as locked user",""
"broken","Mon Sep 15 23:16:58 GMT 2025","Mon Sep 15 23:16:59 GMT 2025","586","","","","","","Login with invalid credentials -- @1.3 ",""
"broken","Mon Sep 15 23:16:58 GMT 2025","Mon Sep 15 23:16:58 GMT 2025","582","","","","","","Login with invalid credentials -- @1.2 ",""
