"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Jan 19 23:15:58 GMT 2025","Sun Jan 19 23:15:59 GMT 2025","929","","","","","","Checkout Completion",""
"broken","Sun Jan 19 23:16:08 GMT 2025","Sun Jan 19 23:16:09 GMT 2025","550","","","","","","Login as locked user",""
"passed","Sun Jan 19 23:15:59 GMT 2025","Sun Jan 19 23:16:00 GMT 2025","563","","","","","","Login with valid credentials -- @1.1 ",""
"passed","Sun Jan 19 23:15:56 GMT 2025","Sun Jan 19 23:15:58 GMT 2025","1962","","","","","","Checkout Overview Data Correctness",""
"passed","Sun Jan 19 23:16:00 GMT 2025","Sun Jan 19 23:16:06 GMT 2025","6359","","","","","","Login with valid credentials -- @1.2 ",""
"passed","Sun Jan 19 23:16:10 GMT 2025","Sun Jan 19 23:16:11 GMT 2025","913","","","","","","Remove Items from Cart",""
"broken","Sun Jan 19 23:16:08 GMT 2025","Sun Jan 19 23:16:08 GMT 2025","544","","","","","","Login with invalid credentials -- @1.3 ",""
"broken","Sun Jan 19 23:16:07 GMT 2025","Sun Jan 19 23:16:07 GMT 2025","558","","","","","","Login with invalid credentials -- @1.1 ",""
"passed","Sun Jan 19 23:16:06 GMT 2025","Sun Jan 19 23:16:07 GMT 2025","588","","","","","","Login with valid credentials -- @1.3 ",""
"broken","Sun Jan 19 23:16:07 GMT 2025","Sun Jan 19 23:16:08 GMT 2025","550","","","","","","Login with invalid credentials -- @1.2 ",""
"passed","Sun Jan 19 23:16:09 GMT 2025","Sun Jan 19 23:16:10 GMT 2025","818","","","","","","Add Items to Cart",""
