"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 14 23:18:10 GMT 2025","Mon Apr 14 23:18:11 GMT 2025","652","","","","","","Login with valid credentials -- @1.1 ",""
"passed","Mon Apr 14 23:18:17 GMT 2025","Mon Apr 14 23:18:17 GMT 2025","642","","","","","","Login with valid credentials -- @1.3 ",""
"broken","Mon Apr 14 23:18:18 GMT 2025","Mon Apr 14 23:18:19 GMT 2025","602","","","","","","Login with invalid credentials -- @1.2 ",""
"broken","Mon Apr 14 23:18:17 GMT 2025","Mon Apr 14 23:18:18 GMT 2025","609","","","","","","Login with invalid credentials -- @1.1 ",""
"passed","Mon Apr 14 23:18:07 GMT 2025","Mon Apr 14 23:18:09 GMT 2025","1740","","","","","","Checkout Overview Data Correctness",""
"broken","Mon Apr 14 23:18:19 GMT 2025","Mon Apr 14 23:18:19 GMT 2025","600","","","","","","Login with invalid credentials -- @1.3 ",""
"passed","Mon Apr 14 23:18:11 GMT 2025","Mon Apr 14 23:18:17 GMT 2025","5675","","","","","","Login with valid credentials -- @1.2 ",""
"passed","Mon Apr 14 23:18:21 GMT 2025","Mon Apr 14 23:18:22 GMT 2025","1024","","","","","","Remove Items from Cart",""
"passed","Mon Apr 14 23:18:20 GMT 2025","Mon Apr 14 23:18:21 GMT 2025","923","","","","","","Add Items to Cart",""
"broken","Mon Apr 14 23:18:09 GMT 2025","Mon Apr 14 23:18:10 GMT 2025","1145","","","","","","Checkout Completion",""
"broken","Mon Apr 14 23:18:19 GMT 2025","Mon Apr 14 23:18:20 GMT 2025","595","","","","","","Login as locked user",""
