"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Jan 16 23:17:59 GMT 2025","Thu Jan 16 23:18:00 GMT 2025","535","","","","","","Login with invalid credentials -- @1.3 ",""
"passed","Thu Jan 16 23:17:52 GMT 2025","Thu Jan 16 23:17:57 GMT 2025","5591","","","","","","Login with valid credentials -- @1.2 ",""
"passed","Thu Jan 16 23:17:57 GMT 2025","Thu Jan 16 23:17:58 GMT 2025","701","","","","","","Login with valid credentials -- @1.3 ",""
"passed","Thu Jan 16 23:17:49 GMT 2025","Thu Jan 16 23:17:50 GMT 2025","1268","","","","","","Checkout Overview Data Correctness",""
"broken","Thu Jan 16 23:17:58 GMT 2025","Thu Jan 16 23:17:59 GMT 2025","539","","","","","","Login with invalid credentials -- @1.1 ",""
"passed","Thu Jan 16 23:18:01 GMT 2025","Thu Jan 16 23:18:02 GMT 2025","964","","","","","","Remove Items from Cart",""
"passed","Thu Jan 16 23:18:00 GMT 2025","Thu Jan 16 23:18:01 GMT 2025","852","","","","","","Add Items to Cart",""
"broken","Thu Jan 16 23:18:00 GMT 2025","Thu Jan 16 23:18:00 GMT 2025","529","","","","","","Login as locked user",""
"broken","Thu Jan 16 23:17:59 GMT 2025","Thu Jan 16 23:17:59 GMT 2025","533","","","","","","Login with invalid credentials -- @1.2 ",""
"broken","Thu Jan 16 23:17:50 GMT 2025","Thu Jan 16 23:17:51 GMT 2025","975","","","","","","Checkout Completion",""
"passed","Thu Jan 16 23:17:51 GMT 2025","Thu Jan 16 23:17:52 GMT 2025","581","","","","","","Login with valid credentials -- @1.1 ",""
