"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 26 23:18:02 GMT 2025","Sun Oct 26 23:18:03 GMT 2025","869","","","","","","Remove Items from Cart",""
"passed","Sun Oct 26 23:17:52 GMT 2025","Sun Oct 26 23:17:53 GMT 2025","645","","","","","","Login with valid credentials -- @1.1 ",""
"passed","Sun Oct 26 23:17:48 GMT 2025","Sun Oct 26 23:17:51 GMT 2025","2493","","","","","","Checkout Overview Data Correctness",""
"passed","Sun Oct 26 23:17:53 GMT 2025","Sun Oct 26 23:17:58 GMT 2025","5742","","","","","","Login with valid credentials -- @1.2 ",""
"broken","Sun Oct 26 23:17:59 GMT 2025","Sun Oct 26 23:18:00 GMT 2025","566","","","","","","Login with invalid credentials -- @1.2 ",""
"passed","Sun Oct 26 23:17:58 GMT 2025","Sun Oct 26 23:17:59 GMT 2025","611","","","","","","Login with valid credentials -- @1.3 ",""
"passed","Sun Oct 26 23:18:01 GMT 2025","Sun Oct 26 23:18:02 GMT 2025","863","","","","","","Add Items to Cart",""
"broken","Sun Oct 26 23:17:51 GMT 2025","Sun Oct 26 23:17:52 GMT 2025","1028","","","","","","Checkout Completion",""
"broken","Sun Oct 26 23:18:01 GMT 2025","Sun Oct 26 23:18:01 GMT 2025","583","","","","","","Login as locked user",""
"broken","Sun Oct 26 23:17:59 GMT 2025","Sun Oct 26 23:17:59 GMT 2025","576","","","","","","Login with invalid credentials -- @1.1 ",""
"broken","Sun Oct 26 23:18:00 GMT 2025","Sun Oct 26 23:18:01 GMT 2025","583","","","","","","Login with invalid credentials -- @1.3 ",""
