"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Feb 03 23:16:40 GMT 2025","Mon Feb 03 23:16:41 GMT 2025","553","","","","","","Login as locked user",""
"passed","Mon Feb 03 23:16:38 GMT 2025","Mon Feb 03 23:16:38 GMT 2025","591","","","","","","Login with valid credentials -- @1.3 ",""
"passed","Mon Feb 03 23:16:42 GMT 2025","Mon Feb 03 23:16:42 GMT 2025","928","","","","","","Remove Items from Cart",""
"passed","Mon Feb 03 23:16:32 GMT 2025","Mon Feb 03 23:16:32 GMT 2025","565","","","","","","Login with valid credentials -- @1.1 ",""
"broken","Mon Feb 03 23:16:31 GMT 2025","Mon Feb 03 23:16:32 GMT 2025","898","","","","","","Checkout Completion",""
"broken","Mon Feb 03 23:16:40 GMT 2025","Mon Feb 03 23:16:40 GMT 2025","560","","","","","","Login with invalid credentials -- @1.3 ",""
"broken","Mon Feb 03 23:16:39 GMT 2025","Mon Feb 03 23:16:40 GMT 2025","567","","","","","","Login with invalid credentials -- @1.2 ",""
"passed","Mon Feb 03 23:16:32 GMT 2025","Mon Feb 03 23:16:38 GMT 2025","5579","","","","","","Login with valid credentials -- @1.2 ",""
"broken","Mon Feb 03 23:16:38 GMT 2025","Mon Feb 03 23:16:39 GMT 2025","568","","","","","","Login with invalid credentials -- @1.1 ",""
"passed","Mon Feb 03 23:16:30 GMT 2025","Mon Feb 03 23:16:31 GMT 2025","1093","","","","","","Checkout Overview Data Correctness",""
"passed","Mon Feb 03 23:16:41 GMT 2025","Mon Feb 03 23:16:42 GMT 2025","833","","","","","","Add Items to Cart",""
