"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 29 23:19:08 GMT 2025","Sun Jun 29 23:19:09 GMT 2025","701","","","","","","Login with valid credentials -- @1.3 ",""
"broken","Sun Jun 29 23:19:09 GMT 2025","Sun Jun 29 23:19:10 GMT 2025","646","","","","","","Login with invalid credentials -- @1.1 ",""
"broken","Sun Jun 29 23:19:10 GMT 2025","Sun Jun 29 23:19:11 GMT 2025","665","","","","","","Login with invalid credentials -- @1.3 ",""
"passed","Sun Jun 29 23:18:59 GMT 2025","Sun Jun 29 23:19:01 GMT 2025","1731","","","","","","Checkout Overview Data Correctness",""
"broken","Sun Jun 29 23:19:11 GMT 2025","Sun Jun 29 23:19:12 GMT 2025","652","","","","","","Login as locked user",""
"broken","Sun Jun 29 23:19:01 GMT 2025","Sun Jun 29 23:19:02 GMT 2025","1136","","","","","","Checkout Completion",""
"passed","Sun Jun 29 23:19:02 GMT 2025","Sun Jun 29 23:19:03 GMT 2025","724","","","","","","Login with valid credentials -- @1.1 ",""
"passed","Sun Jun 29 23:19:12 GMT 2025","Sun Jun 29 23:19:13 GMT 2025","986","","","","","","Add Items to Cart",""
"passed","Sun Jun 29 23:19:13 GMT 2025","Sun Jun 29 23:19:14 GMT 2025","1062","","","","","","Remove Items from Cart",""
"broken","Sun Jun 29 23:19:10 GMT 2025","Sun Jun 29 23:19:10 GMT 2025","651","","","","","","Login with invalid credentials -- @1.2 ",""
"passed","Sun Jun 29 23:19:03 GMT 2025","Sun Jun 29 23:19:08 GMT 2025","5701","","","","","","Login with valid credentials -- @1.2 ",""
