"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 01 23:19:47 GMT 2025","Tue Jul 01 23:19:48 GMT 2025","728","","","","","","Login with valid credentials -- @1.1 ",""
"broken","Tue Jul 01 23:19:55 GMT 2025","Tue Jul 01 23:19:56 GMT 2025","668","","","","","","Login with invalid credentials -- @1.2 ",""
"passed","Tue Jul 01 23:19:58 GMT 2025","Tue Jul 01 23:19:59 GMT 2025","1107","","","","","","Remove Items from Cart",""
"passed","Tue Jul 01 23:19:45 GMT 2025","Tue Jul 01 23:19:46 GMT 2025","1527","","","","","","Checkout Overview Data Correctness",""
"passed","Tue Jul 01 23:19:54 GMT 2025","Tue Jul 01 23:19:55 GMT 2025","694","","","","","","Login with valid credentials -- @1.3 ",""
"broken","Tue Jul 01 23:19:55 GMT 2025","Tue Jul 01 23:19:55 GMT 2025","649","","","","","","Login with invalid credentials -- @1.1 ",""
"passed","Tue Jul 01 23:19:57 GMT 2025","Tue Jul 01 23:19:58 GMT 2025","950","","","","","","Add Items to Cart",""
"broken","Tue Jul 01 23:19:46 GMT 2025","Tue Jul 01 23:19:47 GMT 2025","1153","","","","","","Checkout Completion",""
"broken","Tue Jul 01 23:19:56 GMT 2025","Tue Jul 01 23:19:57 GMT 2025","663","","","","","","Login with invalid credentials -- @1.3 ",""
"broken","Tue Jul 01 23:19:57 GMT 2025","Tue Jul 01 23:19:57 GMT 2025","654","","","","","","Login as locked user",""
"passed","Tue Jul 01 23:19:48 GMT 2025","Tue Jul 01 23:19:54 GMT 2025","5721","","","","","","Login with valid credentials -- @1.2 ",""
