"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 02 23:16:58 GMT 2025","Thu Jan 02 23:16:59 GMT 2025","966","","","","","","Remove Items from Cart",""
"passed","Thu Jan 02 23:16:55 GMT 2025","Thu Jan 02 23:16:55 GMT 2025","593","","","","","","Login with valid credentials -- @1.3 ",""
"passed","Thu Jan 02 23:16:46 GMT 2025","Thu Jan 02 23:16:47 GMT 2025","1083","","","","","","Checkout Overview Data Correctness",""
"broken","Thu Jan 02 23:16:56 GMT 2025","Thu Jan 02 23:16:57 GMT 2025","553","","","","","","Login with invalid credentials -- @1.3 ",""
"broken","Thu Jan 02 23:16:56 GMT 2025","Thu Jan 02 23:16:56 GMT 2025","563","","","","","","Login with invalid credentials -- @1.2 ",""
"broken","Thu Jan 02 23:16:47 GMT 2025","Thu Jan 02 23:16:48 GMT 2025","896","","","","","","Checkout Completion",""
"broken","Thu Jan 02 23:16:55 GMT 2025","Thu Jan 02 23:16:56 GMT 2025","539","","","","","","Login with invalid credentials -- @1.1 ",""
"passed","Thu Jan 02 23:16:57 GMT 2025","Thu Jan 02 23:16:58 GMT 2025","821","","","","","","Add Items to Cart",""
"broken","Thu Jan 02 23:16:57 GMT 2025","Thu Jan 02 23:16:57 GMT 2025","549","","","","","","Login as locked user",""
"passed","Thu Jan 02 23:16:48 GMT 2025","Thu Jan 02 23:16:49 GMT 2025","570","","","","","","Login with valid credentials -- @1.1 ",""
"passed","Thu Jan 02 23:16:49 GMT 2025","Thu Jan 02 23:16:55 GMT 2025","5597","","","","","","Login with valid credentials -- @1.2 ",""
