"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 15 23:19:51 GMT 2025","Fri Aug 15 23:19:52 GMT 2025","579","","","","","","Login as locked user",""
"passed","Fri Aug 15 23:19:53 GMT 2025","Fri Aug 15 23:19:54 GMT 2025","900","","","","","","Remove Items from Cart",""
"broken","Fri Aug 15 23:19:50 GMT 2025","Fri Aug 15 23:19:51 GMT 2025","599","","","","","","Login with invalid credentials -- @1.2 ",""
"passed","Fri Aug 15 23:19:49 GMT 2025","Fri Aug 15 23:19:50 GMT 2025","646","","","","","","Login with valid credentials -- @1.3 ",""
"passed","Fri Aug 15 23:19:41 GMT 2025","Fri Aug 15 23:19:42 GMT 2025","1078","","","","","","Checkout Overview Data Correctness",""
"broken","Fri Aug 15 23:19:50 GMT 2025","Fri Aug 15 23:19:50 GMT 2025","581","","","","","","Login with invalid credentials -- @1.1 ",""
"broken","Fri Aug 15 23:19:51 GMT 2025","Fri Aug 15 23:19:51 GMT 2025","587","","","","","","Login with invalid credentials -- @1.3 ",""
"passed","Fri Aug 15 23:19:52 GMT 2025","Fri Aug 15 23:19:53 GMT 2025","863","","","","","","Add Items to Cart",""
"broken","Fri Aug 15 23:19:42 GMT 2025","Fri Aug 15 23:19:43 GMT 2025","977","","","","","","Checkout Completion",""
"passed","Fri Aug 15 23:19:43 GMT 2025","Fri Aug 15 23:19:49 GMT 2025","5617","","","","","","Login with valid credentials -- @1.2 ",""
"passed","Fri Aug 15 23:19:43 GMT 2025","Fri Aug 15 23:19:43 GMT 2025","606","","","","","","Login with valid credentials -- @1.1 ",""
